customer_id,month,persona,income,spending,savings,investments,loan_repayment,remaining_loan_balance,balance
6164702,2024-05,Saver,55372.57,28438.42,11713.53,10740.48,4480.13,3206.36,-45610.77
6164702,2024-06,Saver,52758.16,23245.1,13334.2,10976.92,5201.93,0.0,-60174.76
6164702,2024-07,Saver,52148.64,30371.8,9264.59,8319.45,4192.8,0.0,-85058.81
6164702,2024-08,Saver,51686.95,23454.71,12399.59,12171.82,3660.82,0.0,-99166.15
6164702,2024-09,Saver,60610.3,25582.65,16037.53,14494.03,4496.09,0.0,-112482.67
6164702,2024-10,Saver,53071.23,25921.07,14595.55,8925.57,3629.04,0.0,-126990.95
6164702,2024-11,Saver,56531.07,29301.82,14011.39,10072.7,3145.15,0.0,-144922.9
6164702,2024-12,Saver,57505.58,24355.23,16399.3,12753.77,3997.29,0.0,-156238.44
10055941,2024-01,Risk-Taker,60052.7,32168.45,19467.04,7788.7,628.51,11291.49,80505.52
10055941,2024-02,Risk-Taker,62965.27,42209.49,15586.36,3906.09,1263.34,10028.16,52814.35
10055941,2024-03,Risk-Taker,61934.49,33831.08,21083.15,4657.09,2363.17,7664.99,37936.12
10055941,2024-04,Risk-Taker,60240.81,38096.9,16078.58,5308.8,756.53,6908.46,15426.71
10055941,2024-05,Risk-Taker,63386.34,37177.23,16970.57,8250.39,988.16,5920.3,-5355.59
10055941,2024-06,Risk-Taker,55521.7,31510.85,15476.03,7934.14,600.68,5319.62,-21594.38
10055941,2024-07,Risk-Taker,59445.13,38946.67,15115.96,4609.52,772.98,4546.64,-45967.61
10055941,2024-08,Risk-Taker,63201.47,35520.91,19981.33,7437.41,261.82,4284.82,-61397.14
10055941,2024-09,Risk-Taker,64332.5,35335.88,20723.0,6027.81,2245.81,2039.01,-77954.44
10055941,2024-10,Risk-Taker,58870.69,32696.22,17296.95,7242.58,1634.94,404.07,-94626.52
10055941,2024-11,Risk-Taker,57739.17,38310.36,10953.12,6545.08,1930.6,0.0,-123587.12
10055941,2024-12,Risk-Taker,62252.38,41552.22,12010.48,6849.77,1839.9,0.0,-154626.27
647269,2024-01,Risk-Taker,136001.38,69565.02,44668.03,19997.5,1770.82,783621.18,66554.06
647269,2024-02,Risk-Taker,129171.54,81959.62,28139.86,18588.29,483.78,783137.4,13179.94
647269,2024-03,Risk-Taker,148560.05,76600.58,60389.28,11556.37,13.81,783123.59,-2467.35
647269,2024-04,Risk-Taker,131640.7,72161.12,46128.76,9243.92,4106.9,779016.69,-32144.42
647269,2024-05,Risk-Taker,124215.9,80897.16,36045.46,6875.74,397.55,778619.14,-77049.88
647269,2024-06,Risk-Taker,148062.56,79038.66,54064.68,8673.86,6285.36,772333.79,-107875.52
647269,2024-07,Risk-Taker,124225.56,85608.58,25975.89,12461.84,179.25,772154.54,-167064.37
647269,2024-08,Risk-Taker,126714.53,82002.61,33180.36,6643.77,4887.79,767266.75,-220442.23
647269,2024-09,Risk-Taker,132095.31,74272.59,41405.46,13388.13,3029.14,764237.61,-255669.09
647269,2024-10,Risk-Taker,134468.43,72686.97,44149.06,13088.13,4544.27,759693.34,-288096.87
647269,2024-11,Risk-Taker,137816.2,76324.12,47343.85,12011.67,2136.56,757556.79,-318613.11
647269,2024-12,Risk-Taker,131333.94,84052.11,28472.84,18296.6,512.39,757044.39,-373789.95
12404636,2024-01,Risk-Taker,63925.67,42668.14,15828.64,5206.21,222.67,10741.33,188969.15
12404636,2024-02,Risk-Taker,61115.25,37384.52,13719.31,8325.96,1685.46,9055.87,164034.77
12404636,2024-03,Risk-Taker,59863.79,41625.99,13139.37,3835.14,1263.29,7792.58,134476.62
12404636,2024-04,Risk-Taker,59533.15,37951.38,14466.46,6217.69,897.61,6894.97,110404.98
12404636,2024-05,Risk-Taker,58313.45,29577.48,20960.27,6025.44,1750.27,5144.7,100338.78
12404636,2024-06,Risk-Taker,60162.54,36610.32,17454.03,3141.78,2956.41,2188.29,78383.17
12404636,2024-07,Risk-Taker,61539.13,36164.39,16981.51,8358.18,35.05,2153.24,59583.14
12404636,2024-08,Risk-Taker,62696.98,37700.91,16819.75,7850.54,325.79,1827.45,38768.72
12404636,2024-09,Risk-Taker,63373.34,41379.4,13993.74,7647.73,352.47,1474.98,11412.98
12404636,2024-10,Risk-Taker,60149.32,33186.57,22166.53,4506.34,289.88,1185.1,328.37
12404636,2024-11,Risk-Taker,59071.66,39958.73,9808.08,7673.94,1630.91,0.0,-31069.5
12404636,2024-12,Risk-Taker,67388.61,44391.95,9802.56,10058.06,3136.05,0.0,-68292.04
11409015,2024-01,Risk-Taker,128377.38,79822.49,28015.33,17982.03,2557.52,996131.48,347914.43
11409015,2024-02,Risk-Taker,128603.29,82683.41,27776.08,14696.52,3447.28,992684.2,290294.64
11409015,2024-03,Risk-Taker,128768.72,69011.53,49464.3,10262.36,30.54,992653.67,271230.0
11409015,2024-04,Risk-Taker,115457.4,60795.09,38964.98,15532.35,164.98,992488.69,250011.52
11409015,2024-05,Risk-Taker,117721.26,62479.05,45071.49,8719.02,1451.7,991036.99,231588.21
11409015,2024-06,Risk-Taker,124846.92,84698.64,15788.06,18449.09,5911.12,985125.87,157688.97
11409015,2024-07,Risk-Taker,119314.55,79935.06,24473.58,10880.22,4025.7,981100.17,98745.8
11409015,2024-08,Risk-Taker,124337.49,76861.88,29277.69,14072.82,4125.1,976975.07,47740.15
11409015,2024-09,Risk-Taker,108759.38,64387.13,36108.73,7638.25,625.26,976349.81,19218.41
11409015,2024-10,Risk-Taker,113976.61,60203.73,45430.12,7498.99,843.77,975506.04,3975.98
11409015,2024-11,Risk-Taker,118265.82,62872.64,44727.05,9361.16,1304.97,974201.07,-15006.53
11409015,2024-12,Risk-Taker,125286.68,65794.8,43751.96,9865.6,5874.32,968326.74,-42430.41
7953818,2024-01,Saver,53702.43,24324.55,15229.73,10681.63,3466.51,359718.49,39581.75
7953818,2024-02,Saver,54542.8,29428.46,11917.42,10141.55,3055.38,356663.11,19522.41
7953818,2024-03,Saver,53219.81,31322.87,9188.68,9030.72,3677.53,352985.58,-5837.78
7953818,2024-04,Saver,49693.3,25549.3,10268.47,10918.35,2957.19,350028.39,-23529.88
7953818,2024-05,Saver,58616.06,28093.72,15684.73,9219.89,5617.72,344410.67,-41095.59
7953818,2024-06,Saver,49996.27,27807.62,8257.99,11212.66,2718.01,341692.66,-62802.6
7953818,2024-07,Saver,56034.16,31023.36,8209.46,13075.72,3725.62,337967.03,-88688.35
7953818,2024-08,Saver,54167.86,29603.65,11530.36,8525.02,4508.82,333458.21,-110844.21
7953818,2024-09,Saver,54607.29,25894.03,13458.72,10490.37,4764.17,328694.05,-127519.17
7953818,2024-10,Saver,56841.14,34058.3,4175.56,13347.49,5259.8,323434.25,-161994.33
7953818,2024-11,Saver,53255.16,27277.82,11075.57,12021.43,2880.33,320553.92,-180475.84
7953818,2024-12,Saver,58895.08,28129.92,15054.35,10620.32,5090.49,315463.44,-198110.88
13594838,2024-01,Spender,95416.73,80840.52,7576.13,4633.6,2366.48,0.0,202758.81
13594838,2024-02,Spender,89410.32,68345.9,15088.01,2132.31,3844.1,0.0,145763.43
13594838,2024-03,Spender,82687.86,65869.35,9385.13,4546.52,2886.86,0.0,86619.68
13594838,2024-04,Spender,99941.89,86928.02,1816.78,7176.56,4020.52,0.0,-2153.25
13594838,2024-05,Spender,98065.16,81802.54,6324.64,6911.9,3026.08,0.0,-80311.65
13594838,2024-06,Spender,86891.6,75134.69,6812.37,3065.57,1878.98,0.0,-150359.68
13594838,2024-07,Spender,98342.78,70380.91,21360.39,2208.26,4393.21,0.0,-203662.99
13594838,2024-08,Spender,96185.57,68354.08,16532.77,7474.09,3824.63,0.0,-258935.23
13594838,2024-09,Spender,89173.91,69600.33,13325.85,2768.49,3479.25,0.0,-318550.54
13594838,2024-10,Spender,93681.18,73504.22,13135.06,4804.81,2237.08,0.0,-380916.54
13594838,2024-11,Spender,94554.09,77554.93,8739.13,4926.87,3333.16,0.0,-452819.15
13594838,2024-12,Spender,95023.9,84631.52,3274.87,2872.26,4245.25,0.0,-538277.44
14633273,2024-01,Risk-Taker,76639.3,44299.61,22613.19,6742.01,2984.5,113929.5,97337.18
14633273,2024-02,Risk-Taker,88667.84,60526.57,12869.86,12924.95,2346.46,111583.04,47980.26
14633273,2024-03,Risk-Taker,83772.73,43408.39,27500.84,8850.72,4012.77,107570.27,28502.47
14633273,2024-04,Risk-Taker,88991.8,57798.47,22501.89,6524.63,2166.81,105403.46,-8634.69
14633273,2024-05,Risk-Taker,79383.62,45006.8,21767.45,9398.14,3211.23,102192.23,-34615.37
14633273,2024-06,Risk-Taker,87910.4,44390.66,29004.16,13085.84,1429.74,100762.49,-50777.31
14633273,2024-07,Risk-Taker,80012.81,48063.97,23475.75,6472.41,2000.68,98761.81,-77042.59
14633273,2024-08,Risk-Taker,78134.59,47333.76,23114.91,4855.73,2830.2,95931.61,-103848.85
14633273,2024-09,Risk-Taker,82043.27,53455.75,21986.41,5062.56,1538.55,94393.06,-136603.61
14633273,2024-10,Risk-Taker,77804.88,39978.36,25308.76,8804.38,3713.38,90679.69,-154546.37
14633273,2024-11,Risk-Taker,80266.64,53071.94,18029.11,6029.74,3135.85,87543.83,-192423.57
14633273,2024-12,Risk-Taker,82697.41,52112.94,17618.43,8956.21,4009.83,83534.0,-230480.09
13182764,2024-01,Risk-Taker,61722.16,39454.28,14740.34,7215.36,312.18,165466.82,442487.65
13182764,2024-02,Risk-Taker,57559.68,39547.2,12046.79,4354.13,1611.55,163855.27,413593.38
13182764,2024-03,Risk-Taker,57710.06,35551.77,17953.14,4017.24,187.91,163667.36,396007.71
13182764,2024-04,Risk-Taker,61978.97,36311.72,18328.91,7302.73,35.61,163631.75,378354.43
13182764,2024-05,Risk-Taker,61914.27,34583.05,17229.06,7924.23,2177.94,161453.81,359218.72
13182764,2024-06,Risk-Taker,57892.74,37092.0,12588.33,8149.48,62.93,161390.88,335059.59
13182764,2024-07,Risk-Taker,65151.2,36182.6,19547.5,7097.42,2323.67,159067.21,316455.69
13182764,2024-08,Risk-Taker,60790.94,35703.05,17006.26,7729.92,351.7,158715.51,297793.69
13182764,2024-09,Risk-Taker,66111.42,43026.61,11191.88,9807.91,2085.01,156630.5,264364.34
13182764,2024-10,Risk-Taker,60698.37,41294.97,11878.5,6848.0,676.9,155953.6,234613.38
13182764,2024-11,Risk-Taker,64858.3,42771.25,11405.68,8366.46,2314.91,153638.69,201351.23
13182764,2024-12,Risk-Taker,57114.9,32145.11,14107.94,8315.24,2546.61,151092.08,181183.21
13866982,2024-01,Risk-Taker,121514.83,76507.41,29763.03,14948.08,296.32,20178.68,229485.71
13866982,2024-02,Risk-Taker,107898.47,61591.1,27315.34,13823.61,5168.41,15010.27,190732.73
13866982,2024-03,Risk-Taker,116613.74,62817.09,37162.3,16230.7,403.64,14606.63,165485.83
13866982,2024-04,Risk-Taker,128505.77,88435.51,26635.62,8021.14,5413.51,9193.12,98673.48
13866982,2024-05,Risk-Taker,122823.56,80850.44,28107.95,7883.3,5981.88,3211.24,40343.28
13866982,2024-06,Risk-Taker,121290.63,73802.55,36027.85,8360.02,3100.21,111.03,-113.64
13866982,2024-07,Risk-Taker,128882.54,65701.09,50427.21,8380.54,4373.69,0.0,-19342.18
13866982,2024-08,Risk-Taker,117627.68,81183.52,20749.55,15576.11,118.5,0.0,-79115.84
13866982,2024-09,Risk-Taker,120898.39,75436.06,30197.53,14490.39,774.4,0.0,-124404.26
13866982,2024-10,Risk-Taker,123162.94,81978.4,28947.93,10618.88,1617.73,0.0,-178521.52
13866982,2024-11,Risk-Taker,115055.74,64980.36,30685.81,14376.25,5013.33,0.0,-217110.58
13866982,2024-12,Risk-Taker,121113.15,64963.57,37995.59,12254.04,5899.95,0.0,-249365.81
8930420,2024-01,Risk-Taker,100505.89,50732.12,38527.99,7693.17,3552.62,570967.38,47647.91
8930420,2024-02,Risk-Taker,91203.32,52303.55,22920.68,12509.01,3470.08,567497.3,15420.42
8930420,2024-03,Risk-Taker,92602.13,61322.74,19487.17,11479.76,312.46,567184.85,-26153.62
8930420,2024-04,Risk-Taker,95308.31,65887.88,16493.33,10792.65,2134.46,565050.39,-77142.99
8930420,2024-05,Risk-Taker,98110.87,53030.78,30797.37,12708.63,1574.08,563476.31,-100315.06
8930420,2024-06,Risk-Taker,101969.07,65929.52,26510.56,6899.42,2629.57,560846.74,-142018.62
8930420,2024-07,Risk-Taker,96141.18,57494.77,27742.48,6640.17,4263.76,556582.98,-175702.65
8930420,2024-08,Risk-Taker,88356.29,48400.18,31250.52,6980.25,1725.34,554857.64,-194228.64
8930420,2024-09,Risk-Taker,96126.31,54114.44,32948.28,5455.58,3608.02,551249.62,-218730.05
8930420,2024-10,Risk-Taker,102653.36,60504.12,26166.57,12611.2,3371.47,547878.14,-255808.51
8930420,2024-11,Risk-Taker,97305.38,51305.84,33135.13,8266.46,4597.96,543280.19,-278163.85
8930420,2024-12,Risk-Taker,100445.7,59574.44,27567.11,8878.23,4425.92,538854.26,-314153.19
8845660,2024-01,Investor,156456.61,73679.72,28841.4,46100.87,7834.63,108410.37,216457.09
8845660,2024-02,Investor,139989.66,75735.82,7754.41,47301.9,9197.53,99212.83,141643.25
8845660,2024-03,Investor,151856.97,77762.88,21136.84,44139.03,8818.23,90394.61,78405.93
8845660,2024-04,Investor,150332.56,79485.23,10020.45,46985.56,13841.32,76553.29,-2550.88
8845660,2024-05,Investor,149040.51,75111.59,25055.9,40362.6,8510.42,68042.87,-59098.87
8845660,2024-06,Investor,155900.68,87188.19,10122.99,49258.06,9331.44,58711.42,-143032.6
8845660,2024-07,Investor,143095.28,81099.25,10589.77,41735.3,9670.96,49040.46,-221126.29
8845660,2024-08,Investor,157608.17,79812.47,22722.18,43430.0,11643.51,37396.95,-287688.59
8845660,2024-09,Investor,149914.64,88078.67,787.65,48800.86,12247.46,25149.49,-384787.03
8845660,2024-10,Investor,152856.31,79909.04,5794.77,52995.44,14157.05,10992.44,-470408.57
8845660,2024-11,Investor,142691.43,79994.67,4594.65,43873.47,14228.65,0.0,-557843.56
8845660,2024-12,Investor,153594.25,73120.35,18396.65,51294.29,10782.95,0.0,-620785.5
4373876,2024-01,Risk-Taker,112032.41,60929.1,39508.33,7335.8,4259.19,981517.81,249235.83
4373876,2024-02,Risk-Taker,109831.29,56747.17,36668.56,12911.51,3504.06,978013.76,226298.73
4373876,2024-03,Risk-Taker,113818.79,70851.1,31793.09,10264.66,909.94,977103.82,186844.02
4373876,2024-04,Risk-Taker,101281.72,64805.24,25515.37,10439.53,521.57,976582.25,147554.55
4373876,2024-05,Risk-Taker,105412.94,62406.33,25599.16,14877.55,2529.89,974052.36,108961.36
4373876,2024-06,Risk-Taker,114453.2,76629.23,23031.59,13776.56,1015.82,973036.54,55036.74
4373876,2024-07,Risk-Taker,115756.74,65961.79,38243.8,6656.04,4895.1,968141.44,22756.45
4373876,2024-08,Risk-Taker,106830.93,62100.85,36910.16,6008.84,1811.08,966330.36,-3944.87
4373876,2024-09,Risk-Taker,109842.19,56623.89,33798.88,15251.28,4168.14,962162.23,-30175.46
4373876,2024-10,Risk-Taker,101694.39,62564.66,31366.35,5849.67,1913.71,960248.51,-62995.0
4373876,2024-11,Risk-Taker,110075.5,55817.7,43977.66,7657.93,2622.21,957626.31,-77074.36
4373876,2024-12,Risk-Taker,113568.29,74084.62,20866.47,16605.42,2011.78,955614.53,-131474.01
5441167,2024-01,Saver,40985.13,17057.66,11689.28,10183.26,2054.93,71700.07,398990.84
5441167,2024-02,Saver,44985.08,18347.48,14871.28,8101.96,3664.36,68035.71,392255.38
5441167,2024-03,Saver,46300.08,24745.1,8291.8,10273.67,2989.51,65046.19,373326.25
5441167,2024-04,Saver,44493.91,20456.06,11283.03,9434.56,3320.25,61725.94,361304.69
5441167,2024-05,Saver,43734.54,22684.51,7736.89,9708.13,3605.01,58120.93,343237.47
5441167,2024-06,Saver,44654.62,18510.98,14269.64,7915.78,3958.23,54162.7,335433.69
5441167,2024-07,Saver,44305.64,18223.96,13485.32,10321.9,2274.46,51888.24,328936.68
5441167,2024-08,Saver,47088.7,21094.56,12773.52,9728.48,3492.13,48396.1,317609.93
5441167,2024-09,Saver,42751.24,21870.48,7335.43,10410.94,3134.38,45261.72,300461.04
5441167,2024-10,Saver,47027.1,23428.42,9411.75,10363.52,3823.4,41438.31,283139.15
5441167,2024-11,Saver,47586.21,25334.43,8616.55,10883.59,2751.64,38686.68,264213.82
5441167,2024-12,Saver,47961.57,25692.48,7158.21,11393.68,3717.19,34969.49,242532.05
5268443,2024-01,Risk-Taker,131423.19,82428.57,26934.72,16363.79,5696.11,529774.89,343703.24
5268443,2024-02,Risk-Taker,107989.53,71055.43,23156.03,9327.61,4450.45,525324.44,291819.76
5268443,2024-03,Risk-Taker,127388.06,86155.92,22662.96,14783.68,3785.5,521538.94,225280.48
5268443,2024-04,Risk-Taker,114590.51,68846.93,38781.85,6615.22,346.51,521192.43,195199.65
5268443,2024-05,Risk-Taker,126503.86,64265.91,43744.5,15632.84,2860.61,518331.83,172599.28
5268443,2024-06,Risk-Taker,119447.63,71166.73,31706.72,15475.57,1098.6,517233.23,132814.45
5268443,2024-07,Risk-Taker,125874.27,83932.67,30411.85,7610.79,3918.96,513314.27,75755.21
5268443,2024-08,Risk-Taker,116346.42,75238.57,29894.34,8760.26,2453.24,510861.02,28395.76
5268443,2024-09,Risk-Taker,118394.31,82602.47,17171.28,13039.42,5581.13,505279.89,-41964.59
5268443,2024-10,Risk-Taker,111151.03,67884.58,25114.89,14444.11,3707.45,501572.44,-87719.52
5268443,2024-11,Risk-Taker,125361.89,80050.53,33747.77,6296.8,5266.79,496305.65,-138974.24
5268443,2024-12,Risk-Taker,123048.1,85099.97,19052.34,13907.56,4988.22,491317.43,-209314.71
6586643,2024-01,Saver,51580.75,20664.65,19854.2,7792.37,3269.53,2458.47,156609.64
6586643,2024-02,Saver,46188.72,26590.73,7851.16,7401.48,4345.35,0.0,133894.79
6586643,2024-03,Saver,46866.72,19709.25,12857.44,9796.25,4503.78,0.0,123029.02
6586643,2024-04,Saver,53593.87,22987.94,14103.82,13083.35,3418.75,0.0,111380.32
6586643,2024-05,Saver,48707.89,26846.79,8889.36,8181.75,4789.98,0.0,89042.0
6586643,2024-06,Saver,51659.45,28996.36,11601.16,7953.73,3108.2,0.0,68936.28
6586643,2024-07,Saver,52824.26,25214.95,13720.01,8879.54,5009.76,0.0,52875.56
6586643,2024-08,Saver,51748.31,29652.65,5613.8,12673.68,3808.18,0.0,25662.21
6586643,2024-09,Saver,51217.58,27489.12,7531.3,11263.73,4933.44,0.0,1334.14
6586643,2024-10,Saver,48525.97,24226.97,10202.99,10973.51,3122.51,0.0,-15263.67
6586643,2024-11,Saver,51677.51,22295.61,15272.42,9370.87,4738.61,0.0,-26556.93
6586643,2024-12,Saver,46873.73,26979.31,6788.21,10430.34,2675.87,0.0,-48902.38
11377900,2024-01,Spender,110821.12,77929.93,21885.78,7200.17,3805.25,88172.75,272912.61
11377900,2024-02,Spender,96179.37,69417.42,16403.48,6398.87,3959.61,84213.15,216259.01
11377900,2024-03,Spender,103240.44,90057.44,2386.13,7292.33,3504.53,80708.61,125447.79
11377900,2024-04,Spender,108135.53,97313.62,-1161.02,7363.48,4619.46,76089.15,22721.86
11377900,2024-05,Spender,120495.33,105480.89,8838.2,2907.61,3268.64,72820.51,-77044.09
11377900,2024-06,Spender,109251.14,83174.59,20859.72,2409.49,2807.35,70013.17,-142045.83
11377900,2024-07,Spender,102844.78,75769.9,16612.33,6082.61,4379.94,65633.23,-205279.2
11377900,2024-08,Spender,111939.62,82239.8,20959.81,6467.36,2272.65,63360.58,-268508.47
11377900,2024-09,Spender,102875.47,81997.8,12356.04,3993.84,4527.8,58832.78,-342478.35
11377900,2024-10,Spender,113186.83,84032.94,16742.01,6961.24,5450.65,53382.13,-414871.86
11377900,2024-11,Spender,102914.31,81954.44,13143.67,4641.11,3175.08,50207.05,-486625.67
11377900,2024-12,Spender,100406.59,72120.88,18604.38,6827.76,2853.57,47353.48,-542654.35
3124586,2024-01,Saver,80045.14,41993.28,15840.18,17101.05,5110.64,693109.36,132578.31
3124586,2024-02,Saver,74137.96,31940.47,20375.05,15050.98,6771.47,686337.89,114993.98
3124586,2024-03,Saver,74366.78,32367.66,20798.97,17053.7,4146.46,682191.44,100131.52
3124586,2024-04,Saver,74499.59,43481.92,9465.57,16427.22,5124.88,677066.56,61811.65
3124586,2024-05,Saver,71736.75,30336.49,18523.96,16453.57,6422.73,670643.83,44399.07
3124586,2024-06,Saver,74048.3,38579.08,11938.66,16486.27,7044.29,663599.54,11538.67
3124586,2024-07,Saver,77264.68,37749.23,20109.57,12422.78,6983.1,656616.44,-12462.95
3124586,2024-08,Saver,68928.18,28236.6,22828.46,13124.87,4738.24,651878.21,-21953.08
3124586,2024-09,Saver,71472.99,34022.11,21427.49,11065.25,4958.14,646920.07,-38952.57
3124586,2024-10,Saver,79164.5,33748.6,19254.65,18669.91,7491.35,639428.72,-60004.38
3124586,2024-11,Saver,77539.96,34103.08,25121.14,12759.02,5556.72,633872.01,-73905.09
3124586,2024-12,Saver,71112.66,39825.86,10299.71,16118.52,4868.58,629003.43,-107493.89
1986143,2024-01,Spender,67943.88,58428.31,2584.45,4568.46,2362.66,12625.34,204593.9
1986143,2024-02,Spender,66032.97,52022.37,7695.23,4476.81,1838.56,10786.77,158652.03
1986143,2024-03,Spender,64434.03,45294.81,15270.42,1891.6,1977.2,8809.57,126745.02
1986143,2024-04,Spender,68459.8,58840.52,3391.42,3942.18,2285.68,6523.89,69207.34
1986143,2024-05,Spender,69675.37,53223.32,12449.11,2250.52,1752.42,4771.47,26793.24
1986143,2024-06,Spender,65085.78,55392.05,5917.26,2373.18,1403.29,3368.18,-23966.18
1986143,2024-07,Spender,70457.3,50382.45,13219.34,4413.83,2441.67,926.51,-63350.27
1986143,2024-08,Spender,63724.1,47879.48,8544.35,4312.66,2987.61,0.0,-105457.37
1986143,2024-09,Spender,65949.49,55316.7,6506.98,1645.85,2479.96,0.0,-156664.76
1986143,2024-10,Spender,68279.2,54612.77,8749.94,2372.79,2543.7,0.0,-204952.65
1986143,2024-11,Spender,67956.83,51671.45,10303.2,3376.38,2605.79,0.0,-248757.88
1986143,2024-12,Spender,64559.82,57223.73,-152.07,4912.64,2575.52,0.0,-308463.56
6000337,2024-01,Risk-Taker,51277.06,28599.5,13646.7,7304.53,1726.33,1228.67,457323.1
6000337,2024-02,Risk-Taker,50941.43,35313.99,8525.37,4782.62,2319.45,0.0,428454.16
